task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
38	74/f899a5	187492	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_143184588-223558935)	COMPLETED	0	2023-03-12 02:33:38.698	15.6s	0ms	54.9%	3 MB	5.4 MB	93.3 KB	3.3 KB
60	0b/00cc12	187799	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr19_27240875-58607616)	COMPLETED	0	2023-03-12 02:33:38.779	17.9s	0ms	52.2%	3 MB	5.4 MB	93.4 KB	3.3 KB
39	23/262909	187595	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_47870369-124121200)	COMPLETED	0	2023-03-12 02:33:38.735	18.5s	0ms	62.5%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
46	fb/316bb7	187692	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_85714223-145078636)	COMPLETED	0	2023-03-12 02:33:38.758	19.4s	0ms	59.9%	3.1 MB	5.4 MB	93.3 KB	3.3 KB
52	25/10f3e7	187395	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_46380683-90228345)	COMPLETED	0	2023-03-12 02:33:38.671	19.7s	0ms	96.1%	3 MB	5.4 MB	93.4 KB	3.3 KB
57	1c/dca207	187455	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr6_61371373-95020790)	COMPLETED	0	2023-03-12 02:33:38.688	20.9s	0ms	104.9%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
70	e9/924023	187621	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr19_60001-24448980)	COMPLETED	0	2023-03-12 02:33:38.741	20.9s	0ms	41.8%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
36	16/01177d	187323	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_50109808-139452659)	COMPLETED	0	2023-03-12 02:33:38.653	21.3s	0ms	44.4%	3.1 MB	5.4 MB	93.3 KB	3.3 KB
43	35/bfd559	187890	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_23276875-84270066)	COMPLETED	0	2023-03-12 02:33:38.804	21.5s	0ms	89.6%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
45	61/1fc00f	187955	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_240243-58119653)	COMPLETED	0	2023-03-12 02:33:38.818	21.7s	0ms	71.5%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
62	87/26ae19	187664	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_17580549-46435900)	COMPLETED	0	2023-03-12 02:33:38.750	24.2s	0ms	60.6%	3.1 MB	5.4 MB	93.7 KB	3.4 KB
66	56/05a6ea	187841	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_20571467-20830724)	COMPLETED	0	2023-03-12 02:33:38.790	24.1s	0ms	51.3%	3 MB	5.4 MB	93.4 KB	3.3 KB
82	2f/d4d40f	188212	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_139453660-155760324)	COMPLETED	0	2023-03-12 02:33:38.880	26.4s	0ms	70.1%	3.1 MB	5.4 MB	93.3 KB	3.3 KB
79	fc/f32274	188001	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_16146120-32867130)	COMPLETED	0	2023-03-12 02:33:38.827	26.4s	0ms	87.8%	3 MB	5.4 MB	93.4 KB	3.2 KB
78	85/ffd2b5	188175	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_71055697-87978202)	COMPLETED	0	2023-03-12 02:33:38.868	26.4s	0ms	55.0%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
48	4e/8fda1c	187298	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_26820267-26859724)	COMPLETED	0	2023-03-12 02:33:38.644	26.7s	0ms	56.0%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
44	09/446c01	187544	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr6_60001-58453888)	COMPLETED	0	2023-03-12 02:33:38.718	26.7s	0ms	58.9%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
54	9c/f6aea0	187568	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_45927266-85664222)	COMPLETED	0	2023-03-12 02:33:38.728	27.2s	0ms	41.5%	3 MB	5.4 MB	93.3 KB	3.2 KB
92	35/2376f4	188832	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_11642903-11647442)	COMPLETED	0	2023-03-12 02:33:38.980	28.2s	0ms	70.9%	3 MB	5.4 MB	93.4 KB	3.2 KB
63	d7/b4b071	187754	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_36314720-64334167)	COMPLETED	0	2023-03-12 02:33:38.767	28.4s	0ms	73.7%	3.1 MB	5.4 MB	93.6 KB	3.4 KB
77	a5/dea236	188339	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_10001-17530548)	COMPLETED	0	2023-03-12 02:33:38.904	28.3s	0ms	68.1%	3 MB	5.4 MB	93.3 KB	3.2 KB
64	06/5b96da	188476	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr12_7084651-34719407)	COMPLETED	0	2023-03-12 02:33:38.936	28.4s	1s	50.3%	3 MB	5.4 MB	93.4 KB	3.2 KB
95	5a/436591	188958	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_47019913-54536574)	COMPLETED	0	2023-03-12 02:33:38.993	29.9s	0ms	48.1%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
93	fc/5201d7	188635	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_50278965-58555579)	COMPLETED	0	2023-03-12 02:33:38.962	30s	0ms	112.0%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
91	cd/e88166	188522	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_124121503-133690466)	COMPLETED	0	2023-03-12 02:33:38.945	30.2s	0ms	64.3%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
88	39/1d6cd6	188452	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_37285838-49348394)	COMPLETED	0	2023-03-12 02:33:38.930	30.4s	0ms	54.5%	3 MB	5.4 MB	93.3 KB	3.2 KB
94	ba/7c2511	188896	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_60001-7617127)	COMPLETED	0	2023-03-12 02:33:38.987	31.5s	0ms	73.6%	3 MB	5.4 MB	93.3 KB	3.2 KB
85	2c/79bce8	188556	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_143700805-159335973)	COMPLETED	0	2023-03-12 02:33:38.951	31.6s	0ms	46.9%	3.1 MB	5.4 MB	93.3 KB	3.3 KB
75	26/4a709b	188424	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_10001-18436486)	COMPLETED	0	2023-03-12 02:33:38.925	33s	0ms	43.4%	3 MB	5.4 MB	93.3 KB	3.2 KB
74	ad/d5032f	188603	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_228608365-248946422)	COMPLETED	0	2023-03-12 02:33:38.959	33.3s	0ms	58.5%	3 MB	5.4 MB	93.3 KB	3.3 KB
89	b5/0022c8	189173	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_144475607-156030895)	COMPLETED	0	2023-03-12 02:33:39.014	33.2s	0ms	79.0%	3 MB	5.4 MB	93.3 KB	3.3 KB
83	ef/aa8a83	188367	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_10001-16145119)	COMPLETED	0	2023-03-12 02:33:38.912	33.6s	0ms	66.7%	3 MB	5.4 MB	93.3 KB	3.2 KB
73	4b/0dcb08	188774	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_491112-21795850)	COMPLETED	0	2023-03-12 02:33:38.973	33.7s	0ms	67.3%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
103	a6/65d038	189265	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_223608936-228558364)	COMPLETED	0	2023-03-12 02:33:39.027	34.2s	0ms	52.4%	3 MB	5.4 MB	93.3 KB	3.3 KB
100	d2/cdae42	188503	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_41693522-41916265)	COMPLETED	0	2023-03-12 02:33:38.940	34.3s	0ms	41.9%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
84	53/33ea39	189103	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_10001-15410899)	COMPLETED	0	2023-03-12 02:33:39.006	35.8s	0ms	95.7%	3 MB	5.4 MB	93.3 KB	3.2 KB
98	56/b48793	189556	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr12_10001-7083650)	COMPLETED	0	2023-03-12 02:33:39.057	35.8s	0ms	93.4%	3 MB	5.4 MB	93.3 KB	3.2 KB
97	c6/f08ff7	188583	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_51793952-58878793)	COMPLETED	0	2023-03-12 02:33:38.955	35.9s	0ms	65.7%	3 MB	5.4 MB	93.3 KB	3.2 KB
80	bf/4338fe	189062	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_32839017-49336924)	COMPLETED	0	2023-03-12 02:33:39.002	37.5s	0ms	69.2%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
99	86/8bd232	189232	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_2781480-9046914)	COMPLETED	0	2023-03-12 02:33:39.021	37.8s	0ms	46.4%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
101	99/5ee421	189365	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_30811899-31001508)	COMPLETED	0	2023-03-12 02:33:39.035	38.1s	0ms	56.2%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
71	ac/47bc25	188288	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_120929382-144425606)	COMPLETED	0	2023-03-12 02:33:38.896	38.4s	0ms	79.3%	3 MB	5.4 MB	93.3 KB	3.3 KB
69	96/5ac4cc	188394	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	COMPLETED	0	2023-03-12 02:33:38.919	38.9s	0ms	45.4%	3 MB	5.4 MB	93.4 KB	3.3 KB
86	4a/e6a3c6	189049	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_18486487-33214595)	COMPLETED	0	2023-03-12 02:33:38.997	39.1s	0ms	50.1%	3 MB	5.4 MB	93.4 KB	3.2 KB
115	22/687d40	190137	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr12_34829238-37185252)	COMPLETED	0	2023-03-12 02:33:39.214	38.9s	0ms	53.2%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
90	8d/84fbeb	189437	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_2746291-12954384)	COMPLETED	0	2023-03-12 02:33:39.043	39.2s	0ms	52.6%	3 MB	5.4 MB	93.3 KB	3.2 KB
106	e6/59138f	190004	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_116595567-120879381)	COMPLETED	0	2023-03-12 02:33:39.170	39.9s	0ms	54.0%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
110	a8/ef2159	190203	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_13004385-16799163)	COMPLETED	0	2023-03-12 02:33:39.233	39.9s	0ms	55.2%	3 MB	5.4 MB	93.3 KB	3.2 KB
104	4a/6945a4	190039	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_15791048-20564714)	COMPLETED	0	2023-03-12 02:33:39.181	41.1s	0ms	70.9%	3 MB	5.4 MB	93.3 KB	3.2 KB
72	8e/42ae59	189660	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_8816478-9272916)	COMPLETED	0	2023-03-12 02:33:39.072	41.4s	0ms	86.0%	3 MB	5.4 MB	93.3 KB	3.2 KB
121	03/76ccee	189926	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_26596364-28499358)	COMPLETED	0	2023-03-12 02:33:39.152	41.8s	1s	50.0%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
111	70/3c3934	190166	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr21_43262463-46699983)	COMPLETED	0	2023-03-12 02:33:39.221	42.9s	0ms	36.7%	3 MB	5.4 MB	93.3 KB	3.2 KB
105	0b/0334d3	189965	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_7667128-12234345)	COMPLETED	0	2023-03-12 02:33:39.162	43.1s	0ms	36.5%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
117	e9/d8f4a3	190094	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_49708101-51743951)	COMPLETED	0	2023-03-12 02:33:39.201	43s	0ms	31.6%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
124	e6/dc8b92	190335	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_44033745-45877265)	COMPLETED	0	2023-03-12 02:33:39.256	43.3s	0ms	48.5%	3 MB	5.4 MB	93.3 KB	3.2 KB
129	48/4c0e69	190232	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_66591388-67920552)	COMPLETED	0	2023-03-12 02:33:39.239	44s	0ms	43.5%	3 MB	5.4 MB	93.3 KB	3.2 KB
102	f9/7434ea	190264	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_21805282-26673214)	COMPLETED	0	2023-03-12 02:33:39.244	44s	0ms	56.1%	3 MB	5.4 MB	93.4 KB	3.3 KB
130	26/b0d2a0	190399	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr14_16054460-16061677)	COMPLETED	0	2023-03-12 02:33:39.268	44.4s	0ms	52.3%	3.1 MB	5.4 MB	93.6 KB	3.3 KB
122	50/13e673	190363	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_92188146-94090557)	COMPLETED	0	2023-03-12 02:33:39.261	44.5s	0ms	53.2%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
133	50/19fee5	190294	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr21_8756716-8886604)	COMPLETED	0	2023-03-12 02:33:39.251	45.8s	0ms	64.4%	3 MB	5.4 MB	93.4 KB	3.2 KB
125	84/fed8cf	190429	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_111843442-113673020)	COMPLETED	0	2023-03-12 02:33:39.274	46s	0ms	54.6%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
